409	PATCH NOTES
410	PLANETS
411	Pact offers
412	Set password
413	Forgot password?
414	Reset password
415	Patch notes
416	Patch notes by email
417	Pause
418	Permanent alliance projects
419	Prestige
420	Only one session per account can be active at a time. If the time above does not match your last login, someone else has signed in to your account.
421	Profile picture
422	Log
423	Score
424	Push notifications on this device
425	Assign rank
426	Leaderboard & glory
427	Register
428	Rivals
429	Routes
430	Hall of fame – monthly leaders
431	SHIP CLASSES
432	SINCE 2026 · KEPLER-7 SECTOR
433	SECTOR DATA SYNCHRONIZED
434	SECTOR MAP ·
435	GAME
436	STAR SYSTEMS
437	SYSTEMS
438	SYSTEMS CHARTED
439	Season contract book
440	Season league
441	Collection
442	Toggle
443	Shadow Pact
444	Build ships · Build basket
445	Ship-class modules
446	Shipyard
447	Step 1/6
448	Black market
449	Attach screenshot
450	Reload page
451	Sector map
452	Rare items
453	Rare, unique megaprojects with enormous costs that grant your alliance unique, permanent benefits.
454	Send
455	Sends a message to
456	Server
457	Server event notifications
458	Server events
459	Set
460	Seven officers, all active at once. Hiring and promotion cost
461	Silver
462	Once all research branches are well developed, you can keep putting surplus research-point production to use here.
463	Session & security
464	Slots · Sockets · Smelter
465	Snapshot every 5 minutes while playing.
466	Sound
467	Sound & notifications
468	Save
469	Save & go to Ko-fi
470	How to play
471	Beginner's guide
472	Players
473	Report player
474	Reset progress
475	Espionage warnings
476	Section shortcuts
477	Scout
478	Later
479	Location
480	Location modules
481	Statistics dashboard
482	Status
483	Checking status…
484	Star systems with hundreds of planets – and every Monday at 00:00 UTC, two systems with 5 to 10 planets each are added. All players see the same new worlds at the same time. There is always somewhere nobody has set foot before.
485	Vote for Kolonie Kepler-7 on browsermmorpg.com
486	Disruption (sabotage)
487	Search
488	Searches for an account by
489	Support & help
490	System
491	Tactical stance
492	Stealth
493	Share your referral link. When a new player follows it and registers, the bonus is claimed automatically. Both of you receive a bonus – only available with a dedicated server.
494	Share
495	Speed 1×
496	Territory control
497	TikTok
498	Tip: Press 1–9 and 0 to switch directly between tabs (Base to Progress, in display order). Use Tab to move between the controls on this page, then Enter or Space to toggle them.
499	Enter the email address you use for Ko-fi payments. It is needed to link your donation to your ☕ supporter badge. You do not need to do anything else: the badge unlocks automatically when the donation arrives.
500	Escrow
501	Daily rewards
502	UPLINK TO KEPLER-7 ESTABLISHED
503	Supporters
504	Supporter rank
505	Available to spend
506	Choose a tag to join an alliance or create a new one
507	Leave
508	History
509	Trade attack strength for defence strength or vice versa. You can change your stance for free at any time, unlike your doctrine.
510	Understood, keep playing
511	Defence
512	Choose your defensive formation
513	Defence structures
514	Defence points
515	Defence points (current planet)
516	Administration
517	Directory · browsermmorpg.com
518	Veteran training (combat bonus)
519	Video
520	Four factions divide the galaxy between them: they expand into unclaimed systems and conquer each other's territories. Their territory is shown in their colour on the sector map. They face off in two pairs of
521	Four powers. You cannot stay on good terms with everyone.
522	Void Marauders
523	Outposts
524	Submit suggestion
525	Player suggestions and bug reports
526	Introduction (visible in the alliance leaderboard):
527	Maintenance announcement
528	See what your bonuses actually do. Bonuses of the same type are added together, and some totals have a soft cap. This shows how much you have, how much takes effect and how much room remains. Nothing is wasted beyond the cap: overflow makes each additional point count, but with diminishing returns.
529	Code rewards (leave blank for none):
530	What exactly is a space idle game?
531	What will you bring?
532	Rewards (leave blank for none):
533	Next
534	Continue
535	More uses for research points
536	World boss – a shared hunt for all players
537	World boss kills
538	World bosses and pirate nests as alliance targets
539	World projects
540	Space browser game
541	Space browser game with no download
542	A few minutes a day are enough to fill your queues and complete daily tasks. Players with more time can gain more from expeditions, battles and alliance activities – but others can still catch up, including through the returning-player bonus and comeback mission after longer breaks.
543	When research, construction or an expedition finishes while you are away
544	When your alliance starts an attack wave – the gathering phase has a time limit
545	When a player attacks you or contests your mining rights in the asteroid belt
546	When someone spies on you
547	When someone overtakes you on the leaderboard
548	When an account has had no break longer than two hours for over a week – an indicator, not proof; only sent to the operator's account
549	When a newly registered account opens its colony for the first time – only sent to the operator's account
550	When someone posts in global chat. At most one notification every half hour, and never while you are playing
551	The player who creates an alliance automatically becomes its admin and can promote or remove members.
552	Shipyard
553	Validity period:
554	How much time do I need to invest?
555	Welcome back!
556	Welcome, Commander
557	Welcome, Commander!
558	We will email you a link
559	Economic and combat overview. History is recorded every 5 minutes while you play.
560	Weekly league
561	Wormholes, void rifts and seasonal events
562	YouTube
563	Shows score changes since you opened the game – green for points gained and red for points lost, with a reason for each change.
564	Show the brief tip below the navigation bar again the next time you open each tab
565	Limited-time events with exclusive event ships – expeditions only find the required components while the event is running.
566	Last login: —
567	Tap to expand. Check here first when something is unclear, before asking in alliance chat.
568	Invite to alliance
569	Go to login
570	Back
571	Back to login
572	Composition
573	Two-column layout
574	all
575	all accounts with saved progress
576	all players
577	all accounts with saved progress
578	that you can share. Each code can be claimed
579	both
580	browsermmorpg.com
581	the referral bonus.
582	of PvE targets, without a merge or deployment – effective immediately. Existing targets (fortresses, nests, wreck convoys and outposts) remain in place and can still be attacked. No new targets spawn, nests stop growing, convoys stop drifting and no new outposts can be built. You can switch it back on at any time. Features disabled in the deployed version cannot be enabled here.
583	a reward in their inbox – for example, as compensation after an outage. Nobody needs to find a code; the gift will be waiting at their next login. The same limits apply as for bonus codes.
584	one person
585	and expires after the selected period.
586	once per account
587	unique capital ship
588	– alongside everything else, out of a love for the project. And it belongs to its community: much of what you see here comes from
589	for all players: prices respond to supply and demand in real time. Buying raises prices; selling lowers them. Trades use
590	– Ash Cartel against Shadow Pact, Iron Legion against Void Marauders. Gaining reputation with one means losing reputation with its rival, and
591	and accept them.
592	have sent. Checked submissions are retained – the check mark is a status, not a deletion.
593	shared market
594	helps when the leader has disappeared;
595	with at most one faction in each pair.
596	no advertising and no marketing budget
597	bonuses for the entire class
598	loading…
599	only accounts logged in during the last 30 days
600	only accounts logged in during the last 7 days
601	does exactly what the leader could do – the tag then becomes available again.
602	and the
603	and shows the data held by the server. Passwords and full email addresses are deliberately not shown.
604	v...
605	allied
606	. Report something, and you may see the change in the game just a few days later.
607	· Score:
608	Overview
609	Layout
610	By the way: you can record any battle as a portrait video (9:16) in the combat replay – ready-made material for TikTok and Reels.
611	make sure to change your password afterwards
612	remaining
613	– earned through combat alongside combat points, without reducing your score.
614	– it leaves your inventory and only returns when you withdraw the listing, so it can never be sold twice. Your earnings are credited the next time you load the game, even if you were offline when the sale happened. You can list your modules in the Officers tab.
615	– separate from your main fleet and cannot be destroyed. Each upgrade increases your entire
616	– no account needed, in ten seconds.
